E,S,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
D,S,X,1,2,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,2,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
D,H,X,1,3,1,1,1,1,2,2,0,0
D,S,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,2,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
D,S,X,1,2,1,1,1,1,2,1,0,0
D,H,X,1,3,1,1,1,1,2,1,0,0
D,S,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,2,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
D,A,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
D,H,X,1,3,1,1,1,1,2,2,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,2,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,2,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,2,0,0
F,H,X,1,3,1,1,1,1,2,2,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
E,S,X,1,2,1,1,1,1,2,1,0,0
D,H,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,3,1,1,1,1,2,1,0,0
D,H,X,1,3,1,1,1,1,2,1,0,0
D,S,X,1,3,1,1,1,1,2,1,0,0
D,S,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,2,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
E,S,X,1,2,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
D,A,X,1,3,1,1,1,1,2,1,0,0
D,H,X,1,3,1,1,1,1,2,2,0,0
D,H,X,1,3,1,1,1,1,2,2,0,0
E,A,X,1,3,1,1,1,1,2,2,0,0
F,S,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,2,1,1,1,1,2,1,0,0
D,H,X,1,3,1,1,1,1,2,2,0,0
F,H,X,1,3,1,1,1,1,2,2,0,0
D,A,X,1,3,1,1,1,1,2,1,0,0
D,S,X,1,2,1,1,1,1,2,1,0,0
D,A,X,1,3,1,1,1,1,2,2,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,3,1,1,1,1,2,1,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
D,H,X,1,3,1,1,1,1,2,2,0,0
F,A,X,1,3,1,1,1,1,2,2,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
D,S,X,1,3,1,1,1,1,2,1,0,0
D,H,X,1,3,1,1,1,1,2,2,0,0
E,H,X,1,3,1,1,1,1,2,2,0,0
F,H,X,1,3,1,1,1,1,2,2,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
E,S,X,1,2,1,1,1,1,2,1,0,0
D,S,X,1,2,1,1,1,1,2,1,0,0
D,S,X,1,3,1,1,1,1,2,1,0,0
D,A,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
D,A,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,3,1,1,1,1,2,1,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,2,1,1,1,1,2,1,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
D,H,X,1,3,1,1,1,1,2,2,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,2,0,0
F,S,X,1,2,1,1,1,1,2,1,0,0
F,S,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,2,0,0
D,S,X,1,2,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
D,A,X,1,3,1,1,1,1,2,2,0,0
E,H,X,1,3,1,1,1,1,2,2,0,0
E,S,X,1,2,1,1,1,1,2,1,0,0
D,S,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,2,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,2,0,0
D,S,X,1,2,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,2,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
D,S,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,2,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
D,H,X,1,3,1,1,1,1,2,1,0,0
E,S,X,1,2,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
D,H,X,1,3,1,1,1,1,2,2,0,0
D,S,X,1,2,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,2,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
D,S,X,1,3,1,1,1,1,2,1,0,0
D,A,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,2,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,2,1,1,1,1,2,1,0,0
D,S,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,2,1,1,1,1,2,1,0,0
F,H,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,2,0,0
D,S,X,1,3,1,1,1,1,2,1,0,0
F,S,X,1,2,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
D,S,X,1,2,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
E,A,X,1,3,1,1,1,1,2,2,0,0
E,A,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,1,0,0
D,S,X,1,2,1,1,1,1,2,1,0,0
F,A,X,1,3,1,1,1,1,2,2,0,0
F,A,X,1,3,1,1,1,1,2,1,0,0
D,S,X,1,2,1,1,1,1,2,1,0,0
F,S,X,1,3,1,1,1,1,2,1,0,0
E,H,X,1,3,1,1,1,1,2,2,0,0
E,S,X,1,3,1,1,1,1,2,1,0,0
B,X,O,2,1,1,1,2,1,1,1,0,0
B,X,O,1,2,1,1,2,1,1,1,0,0
B,X,O,2,2,1,1,2,1,1,1,0,0
B,R,O,1,1,1,1,2,1,1,1,0,0
C,R,O,1,1,1,1,2,1,1,1,0,0
C,X,O,2,1,1,1,2,1,1,1,0,0
B,X,O,1,1,1,1,2,1,1,1,0,0
B,X,O,1,1,1,1,2,1,1,1,0,0
B,R,O,1,1,1,1,2,1,1,1,0,0
B,X,O,1,2,1,1,2,1,1,1,0,0
B,X,O,2,1,1,1,2,1,1,1,0,0
B,X,O,1,3,1,1,2,1,2,1,0,0
B,X,O,1,3,1,1,2,1,2,1,0,0
C,X,O,1,2,1,1,2,1,2,1,0,0
B,X,O,1,3,1,1,2,1,2,1,0,0
C,X,O,1,2,1,1,2,1,2,1,0,0
B,X,O,1,2,1,1,2,1,1,1,0,0
C,R,O,1,2,1,1,2,1,2,1,0,0
B,X,O,1,2,1,1,2,1,2,1,0,0
B,X,O,1,2,1,1,2,1,1,1,0,0
B,X,O,1,2,1,1,2,1,1,1,0,0
B,R,O,1,3,1,1,2,1,2,1,0,0
D,K,C,1,3,1,2,2,1,2,1,0,0
D,K,I,1,2,1,2,2,1,2,1,0,0
D,K,C,1,2,1,2,2,1,2,1,0,0
D,K,O,1,3,1,1,2,1,2,1,0,0
D,K,I,1,2,1,2,2,1,2,1,0,0
C,H,I,1,2,1,2,2,1,2,1,0,0
D,K,I,1,2,1,2,2,1,2,1,0,0
D,K,I,1,2,1,2,2,1,2,1,0,0
D,K,C,1,3,1,2,2,1,2,1,0,0
D,K,C,1,2,1,2,2,1,2,1,0,0
C,H,I,1,2,1,2,2,1,2,1,0,0
E,A,I,2,2,1,2,2,1,2,2,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
D,S,O,1,2,1,1,2,1,2,1,0,0
E,A,I,1,2,1,2,2,1,2,1,0,0
E,H,I,1,2,1,2,2,1,2,1,0,0
C,A,I,1,2,1,2,2,1,2,1,0,0
